64,333,121140845485956
64,333,121999838945156
64,333,122858832404356
64,333,123717825863556
64,333,5176732688260
64,333,6035726147460
64,333,6894719606660
64,333,7753713065860
64,333,218207110569860
64,333,219066104029060
64,333,219925097488260
64,333,220784090947460
64,333,112585270632324
64,333,113444264091524
64,333,114303257550724
64,333,115162251009924
64,333,116021244469124
64,333,209651535716228
64,333,210510529175428
64,333,211369522634628
64,333,212228516093828
64,333,104029695778692
64,333,104888689237892
64,333,105747682697092
64,333,106606676156292
64,333,107465669615492
64,333,201095960862596
64,333,201954954321796
64,333,202813947780996
64,333,203672941240196
64,333,95474120925060
64,333,96333114384260
64,333,97192107843460
64,333,98051101302660
64,333,98910094761860
64,333,192540386008964
64,333,193399379468164
64,333,194258372927364
64,333,195117366386564
64,333,86918546071428
64,333,87777539530628
64,333,88636532989828
64,333,89495526449028
64,333,90354519908228
64,333,183984811155332
64,333,184843804614532
64,333,185702798073732
64,333,186561791532932
64,333,78362971217796
64,333,79221964676996
64,333,80080958136196
64,333,80939951595396
64,333,81798945054596
64,333,175429236301700
64,333,176288229760900
64,333,177147223220100
64,333,178006216679300
64,333,69807396364164
64,333,70666389823364
64,333,71525383282564
64,333,72384376741764
64,333,73243370200964
64,333,166873661448068
64,333,167732654907268
64,333,168591648366468
64,333,169450641825668
64,333,61251821510532
64,333,62110814969732
64,333,62969808428932
64,333,63828801888132
64,333,64687795347332
64,333,275141192851332
64,333,276000186310532
64,333,276859179769732
64,333,277718173228932
64,333,158318086594436
64,333,159177080053636
64,333,160036073512836
64,333,160895066972036
64,333,52696246656900
64,333,53555240116100
64,333,54414233575300
64,333,55273227034500
64,333,56132220493700
64,333,266585617997700
64,333,267444611456900
64,333,268303604916100
64,333,269162598375300
64,333,149762511740804
64,333,150621505200004
64,333,151480498659204
64,333,152339492118404
64,333,44140671803268
64,333,44999665262468
64,333,45858658721668
64,333,46717652180868
64,333,47576645640068
64,333,258030043144068
64,333,258889036603268
64,333,259748030062468
64,333,260607023521668
64,333,141206936887172
64,333,142065930346372
64,333,142924923805572
64,333,143783917264772
64,333,35585096949636
64,333,36444090408836
64,333,37303083868036
64,333,38162077327236
64,333,39021070786436
64,333,249474468290436
64,333,250333461749636
64,333,251192455208836
64,333,252051448668036
64,333,132651362033540
64,333,133510355492740
64,333,134369348951940
64,333,135228342411140
64,333,27888515555204
64,333,28747509014404
64,333,29606502473604
64,333,30465495932804
64,333,240918893436804
64,333,241777886896004
64,333,242636880355204
64,333,243495873814404
64,333,124095787179908
64,333,124954780639108
64,333,125813774098308
64,333,126672767557508
64,333,19332940701572
64,333,20191934160772
64,333,21050927619972
64,333,21909921079172
64,333,232363318583172
64,333,233222312042372
64,333,234081305501572
64,333,234940298960772
64,333,115540212326276
64,333,116399205785476
64,333,117258199244676
64,333,118117192703876
64,333,10777365847940
64,333,11636359307140
64,333,12495352766340
64,333,13354346225540
64,333,223807743729540
64,333,224666737188740
64,333,225525730647940
64,333,226384724107140
64,333,106984637472644
64,333,107843630931844
64,333,108702624391044
64,333,109561617850244
64,333,110420611309444
64,333,2221790994308
64,333,3080784453508
64,333,3939777912708
64,333,4798771371908
64,333,215252168875908
64,333,216111162335108
64,333,216970155794308
64,333,217829149253508
64,333,98429062619012
64,333,99288056078212
64,333,100147049537412
64,333,101006042996612
64,333,101865036455812
64,333,206696594022276
64,333,207555587481476
64,333,208414580940676
64,333,209273574399876
64,333,89873487765380
64,333,90732481224580
64,333,91591474683780
64,333,92450468142980
64,333,93309461602180
64,333,198141019168644
64,333,199000012627844
64,333,199859006087044
64,333,200717999546244
64,333,81317912911748
64,333,82176906370948
64,333,83035899830148
64,333,83894893289348
64,333,84753886748548
64,333,189585444315012
64,333,190444437774212
64,333,191303431233412
64,333,192162424692612
64,333,72762338058116
64,333,73621331517316
64,333,74480324976516
64,333,75339318435716
64,333,76198311894916
64,333,181029869461380
64,333,181888862920580
64,333,182747856379780
64,333,183606849838980
64,333,64206763204484
64,333,65065756663684
64,333,65924750122884
64,333,66783743582084
64,333,67642737041284
64,333,278096134545284
64,333,278955128004484
64,333,279814121463684
64,333,280673114922884
64,333,172474294607748
64,333,173333288066948
64,333,174192281526148
64,333,175051274985348
64,333,55651188350852
64,333,56510181810052
64,333,57369175269252
64,333,58228168728452
64,333,59087162187652
64,333,269540559691652
64,333,270399553150852
64,333,271258546610052
64,333,272117540069252
64,333,163918719754116
64,333,164777713213316
64,333,165636706672516
64,333,166495700131716
64,333,47095613497220
64,333,47954606956420
64,333,48813600415620
64,333,49672593874820
64,333,50531587334020
64,333,260984984838020
64,333,261843978297220
64,333,262702971756420
64,333,263561965215620
64,333,155363144900484
64,333,156222138359684
64,333,157081131818884
64,333,157940125278084
64,333,38540038643588
64,333,39399032102788
64,333,40258025561988
64,333,41117019021188
64,333,41976012480388
64,333,252429409984388
64,333,253288403443588
64,333,254147396902788
64,333,255006390361988
64,333,146807570046852
64,333,147666563506052
64,333,148525556965252
64,333,149384550424452
64,333,29984463789956
64,333,30843457249156
64,333,31702450708356
64,333,32561444167556
64,333,33420437626756
64,333,243873835130756
64,333,244732828589956
64,333,245591822049156
64,333,246450815508356
64,333,138251995193220
64,333,139110988652420
64,333,139969982111620
64,333,140828975570820
64,333,22287882395524
64,333,23146875854724
64,333,24005869313924
64,333,24864862773124
64,333,235318260277124
64,333,236177253736324
64,333,237036247195524
64,333,237895240654724
64,333,129696420339588
64,333,130555413798788
64,333,131414407257988
64,333,132273400717188
64,333,13732307541892
64,333,14591301001092
64,333,15450294460292
64,333,16309287919492
64,333,226762685423492
64,333,227621678882692
64,333,228480672341892
64,333,229339665801092
325,-533,119793774059727
325,-533,77015899791567
325,-533,85571474645199
325,-533,25682450669775
325,-533,94127049498831
325,-533,17126875816143
325,-533,68460324937935
325,-533,34238025523407
325,-533,8571300962511
325,-533,51349175230671
325,-533,102682624352463
325,-533,59904750084303
325,-533,111238199206095
325,-533,42793600377039
325,-533,15726108879
