-3538,4693
-3538,6150
-3539,-8484
-3544,-7592
-3550,-437
-3566,-3629
-3566,7124
-3566,8664
-3569,-8480
-36,-4130
-3601,-2380
-3603,-5774
-3603,-7887
-3604,636
-3605,-7693
-361,-7997
-363,4888
-3631,-5469
-3635,6734
-3637,1054
-364,-3923
-3664,-7120
-3668,9638
-3672,-2276
-3701,6633
-3702,-3533
-3703,-5576
-372,-3346
-3732,-1506
-3732,1211
-3733,-2564
-3733,-6442
-3733,4215
-3734,-2093
-3744,-9815
-3761,-3670
-3761,-6339
-3761,4397
-3761,515
-3762,6643
-3763,526
-3765,1405
-3765,2560
-3765,8562
-3768,-3447
-3787,-1991
-3796,6156
-3799,8379
-3800,-7510
-3800,913
-3828,9535
-3829,-149
-3830,-2960
-3830,-4701
-3831,-9531
-3831,-9634
-3834,-151
-3862,-3064
-3862,-7028
-3862,-718
-3862,1793
-3866,5089
-3884,3528
-3897,-4600
-3926,-1587
-3928,-1593
-3930,-1123
-3938,2679
-394,-3817
-395,-5083
-396,-1498
-3960,-3629
-3960,-7795
-3960,2555
-3961,-6637
-3961,-9936
-3961,8864
-3964,-7612
-397,9828
-3988,433
-399,-9353
-3991,2376
-3991,536
-3993,-3246
-3995,-5267
-3995,6156
-3995,9349
-4,-2379
-4,-4602
-4004,8643
-4025,8564
-4027,-4035
-4032,-1690
-4032,1690
-4062,-3246
-4069,-5005
-4088,8763
-4090,-5801
-4090,-9641
-4091,-5472
-4091,2373
-4092,6058
-4124,149
-4125,-9640
-4127,1210
-4154,-3727
-4154,-7023
-4159,7310
-4189,-3845
-4190,4983
-4193,3540
-4194,-6824
-421,7583
-4224,-7125
-424,7653
-4256,-9453
-4256,-9635
-4268,4600
-427,-3150
-427,-4120
-4288,5180
-4288,6442
-4288,7306
-4289,9440
-4290,-4218
-4290,-9349
-4300,-1525
-4321,6534
-4325,-5856
-434,4215
-4351,7412
-4353,6642
-4355,-3635
-4356,-149
-4356,-8480
-4384,-346
-4386,-8579
-4387,-3630
-4387,-9932
-4389,-254
-4389,-6160
-4389,-7693
-4389,2075
-4389,2314
-4389,4702
-4417,-6542
-4420,6925
-4421,2863
-4421,721
-4422,3545
-4424,-9774
-4424,9342
-4433,-7148
-4454,-9348
-4464,-8747
-4482,-5975
-4482,1406
-4483,4793
-4485,8659
-4486,-2958
-4486,-4213
-4486,7599
-4486,8664
-4487,-8483
-4487,3146
-4515,-3823
-4519,3727
-4547,1606
-4552,-3246
-4552,341
-4553,-9998
-4583,-341
-459,-7889
-460,-8485
-461,-5570
-4619,-6738
-462,8377
-4620,-6737
-4646,-49
-4648,-537
-4668,2496
-4676,9265
-4681,-3449
-4681,5569
-4682,-4115
-4713,-1694
-4714,-1207
-4716,4497
-4747,4890
-4748,-5271
-4748,8577
-4750,4120
-4777,5674
-4778,-7120
-4778,-9654
-4779,-4502
-4779,-6247
-4782,-3346
-48,-1349
-4801,-6990
-4810,9242
-4811,-2957
-4811,-9732
-4813,-9542
-4814,-7715
-4840,818
-4842,7996
-4844,8377
-4844,9158
-4845,-5377
-4846,-7412
-4846,-7510
-4849,5975
-4878,-9155
-4878,-9733
-4880,-729
-489,2475
-4911,-8481
-4911,1505
-4911,3340
-4911,4115
-4911,4785
-4911,8561
-4914,6257
-4914,7307
-4915,5286
-4929,818
-493,-1501
-493,-438
-4933,8926
-494,-249
-4943,-1793
-4943,5555
-4943,8283
-4945,-3535
-4945,-536
-4945,-9446
-4945,5468
-4946,-3448
-4946,-4114
-4946,2862
-495,8960
-4976,-7029
-4976,-9733
-4977,-1598
-4979,-5876
-5010,6348
-5011,-148
-5017,1349
-5038,436
-5040,-4222
-5041,9630
-5042,6157
-5044,6920
-5057,-5723
-5069,-8182
-5073,-3150
-5073,-917
-5074,-1029
-5098,-4346
-5104,6339
-5106,-5665
-5107,7511
-5108,-6442
-5108,148
-5119,8863
-512,5086
-5138,-5470
-5138,6246
-5140,-4593
-5141,-5658
-5141,-6439
-5141,-8184
-5141,8171
-5141,8852
-5142,3819
-5142,7402
-5145,4420
-5163,6822
-5172,-9454
-5175,-9833
-5176,-6641
-5176,1890
-5176,434
-5204,7215
-5205,-1117
-5206,-7999
-5206,-8187
-5206,8277
-5207,5082
-5235,-7410
-5235,4118
-5238,10016
-5239,-5955
-526,-7028
-526,5865
-527,-153
-527,8474
-5271,-443
-528,-827
-5291,8462
-5302,-5574
-5302,5275
-5304,-536
-5304,-635
-5304,5077
-5305,7989
-5336,4397
-5337,-1406
-5337,4699
-5338,820
-5339,-7219
-5339,-9341
-536,-9411
-5367,-535
-5368,3725
-5369,-9733
-5369,8374
-5390,-1895
-5399,-6056
-5401,819
-5402,3918
-5403,-7512
-5403,1689
-5418,232
-5429,6339
-5433,-1792
-5433,-2850
-5433,-8285
-5433,6624
-5434,6536
-5436,-2095
-5436,-3447
-5436,-4109
-5436,-7512
-5436,5568
-5436,8379
-5437,1019
-5471,-51
-5498,51
-5499,-8462
-5501,9147
-5502,-3528
-5502,4410
-5514,-1264
-5516,2074
-5530,8180
-5555,-7410
-5561,8377
-5564,5568
-5566,-4512
-5567,2476
-5568,-9540
-557,-7128
-5570,6278
-558,-7691
-558,5182
-5584,2681
-559,-7028
-5596,-5855
-5596,9532
-5597,-3631
-5598,-50
-5598,-6159
-5598,-6737
-5598,2473
-5598,5083
-5598,5472
-5598,8967
-5600,-1115
-5600,-2658
-5600,-438
-5600,8379
-5604,-4397
-5610,4822
-5628,-2375
-5628,7794
-5629,-3149
-5630,533
-5631,-2090
-564,-6821
-5658,-6058
-5665,7318
-5666,8660
-5667,-7028
-5680,9046
-5697,2435
-5697,2857
-5698,2862
-5700,5757
-5725,2579
-5728,-3440
-5738,2173
-5759,-7995
-5759,633
-5760,-6057
-5760,7209
-5761,-9352
-5761,2555
-5761,3729
-5761,6441
-5761,6925
-5761,8280
-5761,8377
-5761,8480
-5762,-1298
-5762,-2862
-5762,-3933
-5762,-5485
-5762,-5671
-5762,-5856
-5762,-7510
-5762,-7696
-5762,2658
-5762,3729
-5762,3730
-5762,49
-5762,6642
-5762,6742
-5762,8179
-5763,-3437
-5764,-7693
-5764,4215
-5764,818
-5764,8562
-5765,-7487
-5791,1303
-5793,6157
-5797,9734
-5818,4964
-5827,7024
-5827,8872
-5856,-5669
-5858,-3246
-5858,-7998
-5858,5767
-5859,4984
-5860,-7797
-5862,4600
-5864,-4509
-5889,8378
-5890,-1897
-5892,7511
-5893,-3347
-5893,-4905
-5893,-6723
-5893,819
-5893,8562
-5897,633
-590,-9945
-5923,3827
-5924,-9640
-5925,-333
-5926,1600
-5927,-7511
-5933,-5206
-594,5952
-5955,6256
-5990,-5466
-5991,5760
-5992,-3249
-5993,-437
-5993,1890
-6017,-8501
-6018,3146
-6021,6057
-6022,-5085
-6023,-4218
-6023,-4791
-6024,-1404
-6024,7892
-6026,8926
-6043,-7694
-6044,-848
-6049,-9426
-6055,8181
-6056,-4115
-6088,-2383
-6088,7017
-6089,-2662
-6089,-8461
-6089,2372
-6089,4118
-6100,-6925
-6120,-9734
-6123,-450
-6123,5670
-6123,6724
-6123,8377
-6149,-4701
-6151,-2183
-6152,-439
-6155,-1792
-6155,-5181
-6157,-9454
-6187,-4023
-6187,2765
-6188,-3544
-6188,8185
-6188,9066
-6189,-1791
-6189,-5570
-6189,-7893
-6189,434
-6189,7308
-6189,8462
-6217,-7511
-6219,-1402
-6220,-3048
-6221,-2375
-6221,-7696
-6221,6945
-6249,-4891
-625,233
-625,8289
-6250,-4891
-6250,-6057
-6251,3040
-6252,6826
-6253,-630
-6253,-6926
-6253,820
-626,4696
-6285,2558
-6286,-1306
-6286,-437
-6286,-6924
-6286,6827
-6312,4215
-6315,3729
-6316,-4600
-6316,1695
-6317,-4598
-6317,-8866
-6321,7410
-6346,-8582
-6348,4314
-6349,5082
-6349,9553
-6350,8114
-6351,6153
-6352,-1983
-6352,2273
-6353,4898
-6356,5087
-6384,-1224
-6384,4609
-6385,-147
-6388,737
-6414,10020
-6414,7409
-6416,-4120
-6418,-1797
-6419,-4017
-6447,-6446
-6448,-3637
-6450,-2478
-6450,4115
-6477,-2475
-6477,1991
-6477,817
-6478,-7127
-6478,-9248
-6480,-4028
-6480,-9643
-6481,-5085
-6481,1202
-6481,4514
-6481,9815
-6482,7121
-6483,-2757
-6511,-8097
-6513,2859
-6544,-1404
-6546,2173
-6547,-2478
-6547,1304
-657,-4222
-6579,2086
-6579,8365
-658,10017
-658,5670
-6580,-917
-6580,239
-659,-3834
-6600,3627
-661,-1696
-6610,-9734
-6611,-1207
-6611,-4995
-6611,-6924
-6611,-8478
-6611,-9255
-6611,1310
-6611,332
-6611,6435
-6611,737
-6611,7690
-6612,4899
-6613,520
-6614,-9548
-6614,5467
-6614,5851
-664,-7410
-6644,-3534
-6644,-7027
-6644,-9453
-6644,2272
-6644,2474
-6645,-7123
-6645,-8664
-6645,3055
-6645,3243
-6646,-344
-6646,-4702
-6646,-6823
-6646,-8642
-6646,6524
-6658,-7510
-6672,8095
-6676,-6358
-6676,8866
-6677,4700
-6689,8701
-6708,-7511
-6709,-8963
-6711,-6056
-6712,-8289
-6729,5226
-6738,-5105
-6741,719
-6741,7994
-6741,8379
-6741,8967
-6743,-6348
-6776,4114
-6779,4022
-6795,-1406
-68,-1207
-68,-3047
-6806,-4703
-6806,-6924
-6808,-255
-6810,9637
-6811,-7991
-6835,1000
-6838,-9536
-6839,-4997
-6840,3732
-6840,6822
-6844,4498
-6845,-5287
-686,-1405
-687,-4798
-6872,-1693
-6873,-6163
-688,-2759
-6890,1487
-69,8570
-6903,-7899
-6903,5663
-6907,8566
-6908,-7419
-6909,-618
-691,4887
-693,-3047
-6934,-5671
-6937,-3529
-6937,-4702
-6937,-8684
-6938,-4994
-6938,1784
-6938,8284
-6969,1021
-6972,-255
-6972,-3246
-6972,-7126
-6972,1202
-6972,1991
-6972,3140
-6972,3629
-6972,737
-6973,2376
-6973,3334
-6973,5670
-6973,6643
-70,-7411
-70,8663
-7003,-3253
-7004,439
-7005,-1118
-7006,-7996
-7007,3050
-7033,-3833
-7035,4397
-7037,-9543
-7038,-8283
-7038,-8284
-7039,-9733
-7068,-9634
-7068,920
-7071,-7229
-7071,3633
-7072,9056
-7101,-9452
-7103,-6927
-7103,342
-7121,8379
-7135,-1412
-7135,7891
-7136,820
-7137,7987
-7140,-6156
-7154,-4298
-7164,1304
-7165,4317
-7167,2819
-7181,3228
-7198,-2658
-7199,-3338
-7200,-5381
-7200,-7120
-7202,-3537
-7202,-4316
-7202,3531
-7204,8282
-721,-4170
-721,-9640
-721,3532
-722,2679
-722,335
-7228,-5711
-7229,-9551
-7229,5268
-723,-3536
-7232,-4992
-7232,4699
-7233,-3636
-7233,4499
-7233,6338
-7233,8947
-7234,-1897
-7234,-5381
-7234,9164
-7237,-4319
-7242,7347
-725,-8684
-726,2818
-726,4314
-7269,-9932
-727,529
-7273,-6076
-7277,-8764
-7294,3729
-7295,-9147
-7298,-2759
-7298,4499
-7298,7024
-7299,-7028
-7299,-9454
-7299,9250
-7300,-4703
-7331,-8871
-7332,1598
-7334,-1123
-7334,-7895
-7334,1394
-7362,-5185
-7363,-2277
-7363,-7027
-7363,6539
-7363,6925
-7364,-733
-7365,-2092
-7366,-5566
-7366,3426
-7369,-5955
-7394,2460
-7396,-5571
-7396,9926
-7397,-8683
-7397,7017
-7398,2752
-7398,7024
-7427,-2576
-7428,-7510
-7431,-3450
-7432,-5471
-7434,-4025
-7435,4985
-7436,-333
-7460,-6056
-7461,-9837
-7462,833
-7463,-9639
-7464,6532
-7494,-9353
-7494,7700
-7499,-1992
-7516,6459
-7525,-739
-753,3236
-753,7694
-7530,-4891
-7530,-8965
-754,6244
-7556,2074
-7557,-3246
-7560,821
-7561,-7324
-7561,8379
-7564,8953
-7565,-9291
-7565,4215
-7566,-7511
-757,-2094
-757,-6924
-757,-9940
-757,6925
-757,9251
-757,9252
-759,-5967
-7594,-4888
-7594,5182
-7595,237
-7595,2659
-7595,920
-7598,-1102
-760,6641
-7626,-1505
-7626,-3542
-7627,-5201
-7627,1303
-7657,-5854
-7658,-4222
-7658,-5185
-7658,-9249
-7661,4317
-7671,435
-7689,332
-7690,-5955
-7690,4603
-7690,7216
-7691,-2198
-7692,4982
-7692,9248
-7693,427
-7697,-9633
-7711,-7309
-7726,-1989
-7728,-8190
-7728,-9739
-775,-7511
-7757,-1989
-7757,630
-7758,-146
-7759,-5574
-7759,8379
-7790,-5490
-7790,4788
-7817,7690
-7822,-5668
-7823,-9249
-7823,1309
-7825,-4887
-7826,1022
-7826,51
-7826,8562
-7853,6925
-7854,-1117
-7854,-1505
-7854,-4599
-7854,-4795
-7854,-5673
-7854,-5676
-7854,-6340
-7854,-7794
-7854,-7795
-7854,-9451
-7854,-9838
-7854,1885
-7854,1990
-7854,2074
-7854,2369
-7854,2458
-7854,367
-7854,3830
-7854,4012
-7854,5279
-7854,6822
-7854,6823
-7854,7411
-7854,7513
-7854,8584
-7854,8763
-7854,8779
-7855,-7317
-7855,-8386
-7855,1216
-7855,7411
-7856,-3629
-7857,-6054
-7857,8379
-786,-727
-7861,-1407
-787,-1406
-787,-5863
-788,-7510
-788,7024
-788,8857
-788,9060
-7882,-8582
-7889,6446
-791,427
-7919,-4903
-7919,2073
-7919,5954
-7919,6926
-7919,8377
-7920,7508
-7923,-3246
-7923,-5288
-7923,-6057
-793,4499
-7953,-6056
-7959,-1043
-797,-9574
-7981,4762
-7984,-1404
-7984,-237
-7984,-2469
-7984,-7510
-7984,4123
-7986,-3343
-7986,1700
-7988,-4601
-7988,1890
-7998,-6477
-8013,-2598
-8015,6538
-8019,10019
-8021,-9733
-8021,3926
-8051,-5190
-8052,7892
-8053,-1686
-8053,6828
-8083,3927
-8083,6638
-8085,-817
-8087,1890
-8115,1405
-8115,4700
-8118,-3246
-8118,7511
-8119,-8577
-8122,634
-8146,-4027
-8148,3257
-8148,9920
-8149,4020
-8151,-1792
-8153,-4800
-8181,-3831
-8181,8379
-8189,-6278
-8194,3020
-820,-5085
-820,4502
-821,7705
-8211,-2862
-8211,-5084
-8214,1116
-8215,-7227
-8215,-7312
-8215,2275
-8216,1629
-8217,-5955
-8218,1691
-822,-5769
-822,4600
-822,7510
-822,8377
-8223,-8197
-8230,2049
-8237,435
-8245,1120
-8247,-5381
-8276,-1890
-8276,-6441
-8278,-5286
-8278,5085
-8278,7117
-8282,49
-8311,-8780
-8312,6355
-8312,6446
-8312,8082
-8312,825
-8313,-6926
-8313,4701
-8315,8763
-8316,4600
-8346,8769
-8347,-7612
-8348,8669
-8379,-1121
-8379,-148
-8379,-7998
-8379,3831
-8379,7651
-8382,-6440
-8383,-7511
-8383,2179
-8410,578
-8412,-2466
-8415,-5186
-8443,4499
-8445,-5289
-8445,-7029
-8447,-9841
-8472,-3252
-8475,-1893
-8475,-9254
-8476,-4997
-8477,1702
-8479,-1115
-8481,7305
-8503,-1871
-8509,-9054
-851,3725
-8510,-3929
-8511,-538
-8511,6642
-8512,-3630
-853,-5773
-853,6936
-854,-4316
-854,-4510
-854,-7420
-854,2216
-8543,-3911
-8560,9587
-8577,-6830
-8577,-925
-8577,5658
-8577,8462
-8597,211
-8603,1698
-8608,-7029
-863,-3670
-8632,2259
-8649,-1143
-8649,7329
-8662,-1345
-8671,9548
-8672,8861
-8675,-7510
-8675,9065
-8703,-4315
-8703,2477
-8705,-5375
-8705,-819
-8705,7023
-8705,9051
-8706,-1598
-8706,373
-8706,7610
-8706,9148
-8707,1782
-8707,3920
-8707,5949
-8737,-1304
-8737,-918
-8738,-439
-8746,-9634
-8764,-3953
-8768,1305
-8771,-7510
-8771,2273
-8803,4214
-8807,-7512
-8838,-2955
-884,-1592
-884,6338
-885,6543
-886,-8288
-886,3332
-8867,-9640
-8867,7804
-887,-7128
-8870,2314
-8871,2560
-8873,-3246
-888,-6544
-888,1121
-889,7602
-8898,-6924
-8901,-4998
-8902,-5388
-8902,-6642
-8902,3736
-8903,-3157
-8937,-7809
-8937,-8006
-8937,5474
-8937,9331
-8963,-4602
-8967,-8684
-8968,-5189
-8981,818
-8997,-3446
-90,7107
-9000,-2574
-9001,-540
-9001,-7023
-9003,-4601
-9022,5569
-9033,1787
-9034,-1408
-9034,-9046
-9034,-9436
-9034,3050
-9065,-4404
-9065,-7899
-9066,1017
-9067,-8484
-9096,2760
-9099,9537
-9101,-1989
-9101,5370
-9103,4115
-9110,2141
-9129,-7601
-9130,-9838
-9131,4504
-9161,8377
-9162,-5589
-9162,-5775
-9162,-8869
-9162,1591
-9162,5186
-9162,5669
-9164,6741
-9165,7706
-9166,-7692
-918,-1211
-918,1301
-918,2277
-918,6541
-9196,-4112
-9196,-4597
-9197,-4506
-9197,4702
-9197,8561
-9199,7228
-920,8183
-9206,8178
-921,-5860
-921,-9734
-9228,-9929
-9229,-6146
-9232,-9738
-9261,1394
-9263,5181
-9265,3729
-9293,1892
-9297,-1404
-9297,433
-9298,8861
-9320,7510
-9323,7511
-9326,4398
-9330,-3448
-9331,-5269
-9339,-8180
-9358,-8867
-9358,4500
-9358,7497
-9359,50
-9360,-144
-9360,-1503
-9360,-7695
-9360,3141
-9362,-3446
-9362,-9931
-9362,2845
-9362,5267
-9362,6734
-9362,8469
-9363,-1792
-9363,-3342
-9390,-8376
-9392,-4803
-9392,-8085
-9392,3141
-9393,821
-9395,-2387
-9423,2376
-9423,5083
-9426,6538
-9427,-4990
-9456,-1206
-9457,-439
-9459,4108
-9460,-4413
-9463,-5085
-947,-5971
-9489,-6844
-9491,-8963
-950,-7799
-952,-1410
-952,9736
-9520,-9733
-9524,-2964
-9525,-5469
-9525,4788
-9525,818
-9525,8562
-9526,-6623
-953,8955
-9547,596
-9558,-1787
-9559,-3927
-9589,8770
-9592,6925
-9608,8878
-9621,7511
-9623,-1608
-9624,1501
-9625,5851
-9626,433
-9626,635
-9654,-9747
-9655,-2570
-9656,2377
-9666,7106
-9684,3145
-9686,6143
-9687,3628
-9688,8379
-9689,1307
-9689,3239
-9690,-7120
-9691,-3046
-97,4399
-9715,-4600
-9719,232
-9720,-3344
-9722,824
-9723,-9434
-9751,6822
-9751,7695
-9752,-5671
-9754,-9449
-9756,-4113
-9759,-618
-9777,4397
-9777,6603
-9784,6538
-9786,4304
-9817,-3150
-9817,-7510
-9817,-8097
-9818,6762
-9820,-7510
-9820,441
-9821,-3156
-9821,-7510
-9821,1011
-9822,4498
-983,9248
-9830,410
-9843,901
-9848,7509
-9850,9642
-9851,-5469
-9851,2565
-9851,7595
-9852,8804
-9852,9544
-9853,6046
-987,3143
-9883,5470
-9883,7124
-9884,-5590
-9884,-7999
-9888,2173
-9918,5572
-9918,5666
-9919,-4513
-9946,6057
-9949,-9734
-9950,3235
-9951,4306
-996,8985
-9976,-7495
-9982,-533
-9982,-7016
-9983,4023
-9986,4498
-9986,4884
10007,-48
10007,4011
10008,-1209
10008,-3147
10008,-9931
10008,55
10009,-1107
10009,-2580
10009,-4310
10009,-5186
10009,-6743
10009,3529
10010,-9454
10010,2665
10010,6828
1008,-9634
1009,1411
1010,-9734
1012,-3911
1012,2662
1014,-8569
1014,2760
1014,8378
1024,5164
1038,333
1039,8763
1041,5952
1043,-4317
1043,8562
1045,-9574
1047,-636
1052,-4480
1052,6276
1075,-6542
1075,2949
1078,3828
1106,-6825
1107,-9069
1108,1489
1110,5953
1114,3729
1141,7028
1142,-6155
1142,544
1143,4788
1145,-2095
1145,-4317
1145,-9733
1145,4032
1175,-3544
1175,6538
1179,-3931
1204,-2862
1207,3823
1207,9249
1207,9540
1208,3822
1208,6730
1209,-2668
1210,-6925
1210,3850
1210,8381
1211,9533
1216,-5689
1239,-3154
1239,717
1243,-4221
126,8187
1265,919
127,-1598
127,-2379
127,-6836
127,-834
127,2565
127,736
127,8764
127,9346
1271,-7218
1272,-6726
1273,-6925
1274,-6924
128,-3446
128,-6350
128,-9069
128,6338
128,6418
128,6923
128,8373
129,-48
1302,7513
1336,533
1337,-3446
1337,-7121
1338,-7016
1340,-7905
1370,-8188
1370,7510
1372,-9834
