(X,Z,SeedCount)
-489,2475,212
-3862,-718,212
127,-6836,212
7883,7019,212
-7984,-1404,212
4711,-8184,212
94,-8485,212
-2880,-9541,212
3194,-4429,211
-8479,-1115,211
9649,-5288,211
1145,-4317,210
-5337,4699,210
-1082,-5381,210
6181,1584,210
-950,-7799,210
-8085,-817,210
8436,-3543,210
-9129,-7601,210
6802,-1607,209
-7068,920,209
-7365,-2092,209
5427,-7409,209
4052,-7995,209
-6937,-8684,209
-918,-1211,208
-2100,-917,208
2947,-4358,208
3435,-5187,208
7292,-2277,208
-9162,-5589,208
1735,4497,207
5202,-5570,207
69,-5855,207
6868,-5187,207
783,6924,207
-5141,-8184,207
1499,-8237,207
8894,-2277,207
2546,-3627,206
4806,-2480,206
-6253,-630,206
-1602,7977,206
-8149,4020,206
4339,8966,206
6869,-9170,206
-9489,-6844,206
8767,9827,206
-9919,-4513,206
-1475,-9923,206
-1509,-3247,205
-4124,149,205
-5629,-3149,205
5069,-5862,205
-3145,-5864,205
1210,-6925,205
-3345,-6926,205
4516,-8191,205
520,-8469,205
8341,8761,205
-788,8857,205
5169,-9634,205
-2849,-3533,204
-5762,-7696,204
-3181,-8867,204
-9608,8878,204
454,-9840,204
164,1019,203
1108,1489,203
-3734,-2093,203
3711,4115,203
719,-5467,203
6866,-1506,203
7000,-6156,203
-6089,-8461,203
8895,-8477,203
9649,-9638,203
-1378,-439,202
682,-2759,202
3338,4500,202
5952,-921,202
-8083,6638,202
-4748,8577,202
9354,-9148,202
-721,-9640,202
-9918,5572,202
2295,-1386,201
-4552,-3246,201
-5138,-5470,201
7131,3549,201
6836,-8191,201
4581,-8279,201
-3177,8577,201
-5119,8863,201
8993,-5967,201
-9099,9537,201
9680,-1208,201
-9752,-5671,201
-2012,-1101,200
-6873,-6163,200
-5761,6925,200
3729,7226,200
2518,7605,200
-133,7895,200
8311,818,200
5073,-8481,200
7948,8769,200
4706,9545,200
9679,6925,200
161,1798,199
-851,3725,199
-6611,-1207,199
9519,-7027,199
5201,-9553,199
813,147,198
707,-2228,198
1014,2760,198
-2717,3628,198
5136,5671,198
-5762,-5856,198
5864,5954,198
7815,4985,198
3822,8579,198
-2231,-9735,198
-2131,1016,197
-1604,-6255,197
-6481,-5085,197
8634,2276,197
8666,-3344,197
-1315,-8668,197
8307,-9161,197
9109,-9290,197
-9626,635,197
4480,3144,196
4545,5376,196
-4620,-6737,196
3402,7105,196
8139,-7211,196
-1671,8770,196
-6188,9066,196
-8475,-9254,196
6342,-9449,196
-9817,-7510,196
2419,-3426,195
2122,4785,195
5136,-5570,195
7936,-1101,195
8829,-6722,195
8994,-4987,195
128,-9069,195
-9101,5370,195
9647,-2172,195
458,-2862,194
6577,1972,194
-6614,5467,194
8961,-6244,194
3963,9024,194
9191,7998,194
9492,7957,194
-7229,-9551,194
9682,6154,194
1701,-3347,193
-3538,4693,193
-4849,5975,193
6277,-1891,193
-6611,737,193
6670,-1608,193
-2146,-6966,193
7394,-2468,193
-8245,1120,193
9006,-9049,193
-9096,2760,193
5426,245,192
-4914,6257,192
1271,-7218,192
7915,-3833,192
8177,-3735,192
-8276,-6441,192
-9265,3729,192
-9830,410,192
-4915,5286,191
-5433,-2850,191
3172,-5469,191
-5700,5757,191
1110,5953,191
4741,-6926,191
-7005,-1118,191
-7277,-8764,191
4906,9827,191
-4389,2314,190
717,-4902,190
-5502,-3528,190
-3370,-5672,190
-6155,-1792,190
4874,6358,190
4871,7115,190
-8577,-6830,190
-3309,8660,190
-4946,-3448,189
162,-4987,189
5361,2755,189
-6483,-2757,189
1963,-6930,189
-1573,-7031,189
-3800,-7510,189
-4486,8664,189
162,-9548,189
-493,-1501,188
291,-1607,188
-2721,3242,188
3789,-4017,188
-6513,2859,188
-6644,2272,188
-7234,-1897,188
-8218,1691,188
-8662,-1345,188
7292,8761,188
8795,-7894,188
-4810,9242,188
259,-9932,188
-4290,-4218,187
4869,-1301,187
4901,-2274,187
-7984,-7510,187
8701,-1894,187
-2650,8701,187
548,9248,187
-7823,-9249,187
9682,-7511,187
-232,-3539,186
-3995,-5267,186
-4090,-5801,186
-3117,-6722,186
7620,-3142,186
-8211,-2862,186
1664,-1793,185
-4355,-3635,185
-4929,818,185
4964,4239,185
-5991,5760,185
6519,-2173,185
-8216,1629,185
2320,-8277,185
8864,-1123,185
1632,8871,185
9029,-1989,185
2282,-9469,185
-9722,824,185
976,-1205,184
-3765,2560,184
-7594,5182,184
3894,-7684,184
-3340,8374,184
7917,8379,184
1929,-9144,184
-4090,-9641,184
-3095,2751,183
2744,-4021,183
4024,-4011,183
5197,1786,183
5428,5371,183
7847,3346,183
-7854,367,183
-4778,-9654,183
-1735,1506,182
-4911,4785,182
-3080,-5854,182
-7202,3531,182
-7923,-5288,182
-8803,4214,182
390,9066,182
-9330,-3448,182
2880,-9746,182
-9851,2565,182
-2850,-3821,181
-364,-3923,181
3105,4788,181
4936,2579,181
-4190,4983,181
-5925,-333,181
-332,6343,181
-3605,-7693,181
8239,1589,181
-757,9252,181
2257,-1596,180
-2593,5569,180
5954,6355,180
6539,717,180
-7234,-5381,180
-3244,-8387,180
9293,-2678,180
9351,9251,180
-2129,-9640,180
9811,6053,180
-1739,-537,179
-2259,2755,179
-4189,-3845,179
-5304,5077,179
-6220,-3048,179
-6806,-6924,179
3298,-7985,179
9059,-7696,179
6934,-9163,179
-2264,-1103,178
-2590,-1496,178
4970,-5673,178
-5761,2555,178
7161,4982,178
8144,-4901,178
8860,-4032,178
-9034,-9046,178
4970,9247,178
5363,1493,177
6834,-4903,177
6969,-4316,177
-8937,5474,177
750,-6437,176
-4224,-7125,176
-4351,7412,176
-7689,332,176
1992,8860,176
5526,-9161,176
1403,-9339,176
2310,-3512,175
64,4215,175
-5759,633,175
386,-6057,175
4627,7124,175
-7854,-4795,175
8470,-53,175
8500,-1596,175
8733,-6925,175
8537,-8970,175
9718,-6358,175
3105,-677,174
61,3730,174
5104,-719,174
-759,-5967,174
-947,-5971,174
-6023,-4218,174
1142,-6155,174
1337,-7121,174
-7728,-8190,174
8372,-4020,174
2503,-8724,174
-1115,-8845,174
8931,-8763,174
9746,-7410,174
-8447,-9841,174
-1411,-3156,173
4025,2476,173
4511,2005,173
-4748,-5271,173
6410,-2470,173
-2096,-6924,173
4806,7603,173
-8247,-5381,173
-9103,4115,173
9518,8371,173
3694,6047,172
-6286,-1306,172
-6353,4898,172
7388,-5470,172
-8313,4701,172
4809,8388,172
-8560,9587,172
-6810,9637,172
1512,2681,171
2791,1788,171
-3862,1793,171
-3426,-4676,171
1498,-6743,171
7132,4594,171
8143,7024,171
-8707,5949,171
-9362,8469,171
-434,4215,170
6805,8556,170
160,-8669,170
-9525,818,170
-2098,435,169
4055,-3911,169
-4421,721,169
5293,-1103,169
-5760,-6057,169
-6351,6153,169
3586,7003,169
-8223,-8197,169
9255,5670,169
-5862,4600,168
-5992,-3249,168
6410,-2857,168
4188,6722,168
4382,8562,168
-9491,-8963,168
5825,9635,168
9059,9636,168
947,2863,167
1208,3822,167
3922,-3058,167
4677,-3246,167
5035,-1101,167
-3508,6339,167
-1182,-7122,167
-6321,7410,167
7590,5570,167
-527,8474,167
4131,8562,167
9006,-1445,167
9519,7025,167
-9592,6925,167
9814,3245,167
8306,-9838,167
1204,-2862,166
-6024,-1404,166
6211,-437,166
-6416,-4120,166
-1512,6642,166
-6938,1784,166
7121,2577,166
3661,7123,166
-7557,-3246,166
8736,-2383,166
-5680,9046,166
9385,5568,166
-3242,332,165
4548,-4990,165
-822,-5769,165
-5897,633,165
-129,9473,165
8900,-9837,165
-3830,-4701,164
5722,-2376,164
4512,6152,164
354,7897,164
2255,-9148,164
750,9533,164
9846,-1407,164
-1804,-5085,163
-6481,4514,163
4966,-7995,163
-7565,-9291,163
9385,722,163
8637,-9451,163
9749,-1505,163
1697,-3451,162
-265,3730,162
853,5972,162
-6776,4114,162
5134,-7893,162
-1963,-8059,162
4252,-8191,162
-6189,8462,162
-9339,-8180,162
9420,-4895,162
-6049,-9426,162
5462,9537,162
-3928,-1593,161
2976,4407,161
-2001,5087,161
-5933,-5206,161
128,8373,161
7297,-8378,161
-6741,8379,161
7684,8471,161
8998,-8866,161
-9392,-4803,161
-6480,-9643,161
4542,-5671,160
-5764,4215,160
-7232,-4992,160
7348,-8436,160
-7692,9248,160
257,-9355,160
4250,-2281,159
5951,-2078,159
-754,6244,159
5883,7023,159
-5667,-7028,159
-1869,8377,159
-7857,8379,159
583,-9246,159
-6610,-9734,159
-4389,2075,158
6019,-3346,158
-7004,439,158
7029,-4320,158
7393,1981,158
7520,-5370,158
7652,-1312,158
9563,-1305,158
682,-5086,157
-2620,-5472,157
720,5475,157
1766,5659,157
-5142,7402,157
-8383,2179,157
-7564,8953,157
8435,-8965,157
3824,243,156
-4840,818,156
-6973,5670,156
-4943,8283,156
-399,-9353,156
-9390,-8376,156
-536,-9411,156
582,2472,155
4414,-4983,155
-2359,-5670,155
6613,1972,155
-70,-7411,155
-6221,-7696,155
-7855,1216,155
-6350,8114,155
-4844,8377,155
9280,-3992,155
-3604,636,154
-2162,-5088,154
-5176,1890,154
-5893,-3347,154
5981,1696,154
-4846,-7412,154
5366,9535,154
-9852,9544,154
-1671,9935,154
4282,-4800,153
3928,5179,153
-5057,-5723,153
1052,6276,153
-4321,6534,153
-6482,7121,153
-7273,-6076,153
5136,7709,153
-5305,7989,153
2517,-8379,153
8764,7029,153
-2786,-9149,153
-9166,-7692,153
9519,9058,153
-9526,-6623,153
4055,-9732,153
9748,-7894,153
-9817,-8097,153
1579,3729,152
-3768,-3447,152
-5338,820,152
62,5634,152
-6480,-4028,152
7170,6521,152
-7598,-1102,152
-7234,9164,152
-3275,9348,152
62,-9454,152
-8867,-9640,152
-2124,636,151
1988,-5085,151
4347,5659,151
-5698,2862,151
4412,6444,151
7036,6258,151
-7299,-7028,151
5201,-7304,151
-788,-7510,151
-8118,7511,151
-5206,-8187,151
-3273,-8867,151
-9066,1017,151
-9358,-8867,151
-9362,-9931,151
2092,2271,150
-3076,1794,150
-2637,-3207,150
-5336,4397,150
7291,-5855,150
-8053,6828,150
8699,-542,150
9227,-3366,150
-6478,-9248,150
9435,-1206,150
-9558,-1787,150
1008,-9634,150
-396,-1498,149
291,-5381,149
5923,-1792,149
-594,5952,149
6279,5954,149
-6316,-4600,149
5492,-6344,149
-6645,3055,149
-7334,-1123,149
-7854,3830,149
-460,-8485,149
-9162,5669,149
9682,532,149
-921,-9734,149
163,-1989,148
-2522,1300,148
-3178,737,148
-3672,-2276,148
-4779,-4502,148
-5564,5568,148
-5600,-1115,148
3239,6336,148
-6100,-6925,148
-7165,4317,148
-5107,7511,148
7719,4317,148
1701,8478,148
-9525,4788,148
-1018,1596,147
-3275,-925,147
-3276,-4319,147
-4,-4602,147
-3703,-5576,147
-2662,7653,147
8307,4299,147
-9331,-5269,147
9520,4801,147
4939,9532,147
9649,6538,147
1142,544,146
-1804,1000,146
-722,2679,146
-2681,-3635,146
5458,827,146
-2982,-5568,146
-6806,-4703,146
-4420,6925,146
-6972,737,146
-7164,1304,146
-7434,-4025,146
-3177,-9733,146
1145,-2095,145
-2881,-3063,145
-36,-4130,145
-4486,-4213,145
-4845,-5377,145
5590,3826,145
-6580,239,145
-6611,-6924,145
2583,7028,145
1402,-7612,145
-8481,7305,145
-797,-9574,145
1930,-4419,144
-558,5182,144
6344,-6542,144
3039,-7032,144
-7959,-1043,144
1431,-7996,144
8307,4792,144
-3113,8861,144
-8967,-8684,144
-9001,-7023,144
7981,9253,144
-5172,-9454,144
-9456,-1206,144
-9888,2173,144
-2296,2371,143
-2488,-51,143
2516,-454,143
-3013,-3432,143
4184,-3231,143
-5367,-535,143
5821,51,143
-5434,6536,143
-3701,6633,143
7294,-4701,143
7327,-1692,143
8372,-7029,143
-8379,-1121,143
2516,-1123,142
5132,-3249,142
5308,3081,142
-6477,-2475,142
5233,6527,142
7520,7513,142
8079,-2369,142
4744,-9157,142
-1637,-9534,142
1764,343,141
1795,-2338,141
3790,-2856,141
-691,4887,141
-5584,2681,141
2091,6150,141
-6544,-1404,141
6965,-5960,141
7556,-57,141
1600,-9063,141
9293,-7510,141
-9689,1307,141
-9883,5470,141
-2159,2274,140
3203,-3052,140
-3278,-1892,140
-2195,3345,140
-3960,2555,140
-4946,-4114,140
6010,2457,140
-558,-7691,140
4774,7896,140
4577,-9347,140
-9626,433,140
9779,2476,140
-1639,-3347,139
-721,3532,139
4638,4410,139
-3866,5089,139
-4092,6058,139
-6579,2086,139
-8315,8763,139
-8968,-5189,139
7917,-9640,139
-9883,7124,139
-2388,-1020,138
815,-3157,138
3431,-535,138
4252,-2095,138
-5762,49,138
-3283,6560,138
-7986,1700,138
-8445,-7029,138
-996,8985,138
9224,-2754,138
1336,533,137
-3177,737,137
3627,2277,137
4020,-5143,137
5560,3728,137
-6251,3040,137
6671,7991,137
-5762,8179,137
8437,-3252,137
8504,-641,137
-9363,-3342,137
9384,-4599,137
29,9642,137
-2787,-4602,136
-5436,-4109,136
981,5469,136
2090,-5673,136
6835,-7120,136
2255,-7128,136
2090,7512,136
489,7602,136
7657,-1711,136
-8476,-4997,136
8599,3145,136
-1507,-1312,135
3007,4687,135
2783,4701,135
-7394,2460,135
-8313,-6926,135
-70,8663,135
8732,-1306,135
9616,-4129,135
2322,2756,134
3171,2564,134
3208,-1680,134
1469,-3348,134
-3733,4215,134
3714,-5754,134
-6189,-1791,134
3205,6338,134
-884,6338,134
6704,633,134
-853,6936,134
-3544,-7592,134
7718,7011,134
-8051,-5190,134
8701,3425,134
-8707,1782,134
-4454,-9348,134
1826,-9734,134
2257,-1607,133
-3013,1390,133
-4091,2373,133
-4069,-5005,133
-5205,-1117,133
5493,-5086,133
-6611,-4995,133
-7627,-5201,133
-5628,7794,133
8440,-5775,133
-8472,-3252,133
8699,5856,133
8798,-3728,133
2418,-8964,133
-7037,-9543,133
97,9545,133
-6352,2273,132
7456,-2178,132
-7594,-4888,132
5924,-7612,132
-5436,8379,132
4313,8770,132
8471,-9547,132
459,-9733,132
2459,-2314,131
2714,-3447,131
4317,-3449,131
-5471,-51,131
-6348,4314,131
6868,4981,131
2285,6925,131
7291,-3630,131
6344,-8668,131
-8672,8861,131
717,9250,131
2928,-9637,131
3957,-9738,131
-9821,1011,131
-1836,-1123,130
-2521,2473,130
-2540,-3083,130
-132,3729,130
-4421,2863,130
-5598,2473,130
-6872,-1693,130
-7657,-5854,130
-7826,1022,130
-3437,7998,130
8011,-1305,130
-9392,3141,130
9515,6925,130
-3828,9535,130
-9654,-9747,130
2026,2080,129
1207,3823,129
-1314,3828,129
-659,-3834,129
-4433,-7148,129
-5530,8180,129
-8445,-5289,129
8896,5093,129
-1015,9630,129
-2227,-2759,128
3499,-2180,128
3862,-2173,128
3304,-4413,128
4613,5852,128
-6840,6822,128
3433,7118,128
-7854,-5676,128
-8898,-6924,128
5427,9046,128
2972,9048,128
9519,-9455,128
2707,9652,128
-3550,-437,127
-4945,-3535,127
-3045,5470,127
-5890,-1897,127
455,6156,127
-854,-7420,127
-8901,-4998,127
-7494,-9353,127
7785,-9640,127
915,-537,126
-1083,2081,126
2150,-2214,126
-3407,819,126
3595,51,126
4183,4114,126
-333,-4791,126
4348,-5675,126
-7561,-7324,126
-7595,2659,126
1370,-8188,126
-1963,8562,126
1014,-8569,126
-7854,8779,126
-9625,5851,126
-9130,-9838,126
1665,818,125
-2718,823,125
1928,3434,125
-3208,4701,125
-5630,533,125
-6021,6057,125
-7984,4123,125
8177,-2571,125
8372,5082,125
9286,-7795,125
9320,-8684,125
-6614,-9548,125
-9691,-3046,125
-4911,4115,124
3007,5182,124
-4945,5468,124
-7103,-6927,124
7686,-2477,124
7800,-4902,124
2260,8379,124
-9164,6741,124
7363,9349,124
9550,-8222,124
-2717,2174,123
-2653,3833,123
-4300,-1525,123
4675,832,123
5199,634,123
3431,5272,123
2776,-5673,123
-1335,-5751,123
-6352,-1983,123
6576,4984,123
-2491,-7217,123
-7692,4982,123
-788,9060,123
9387,3051,123
554,-824,122
2419,3427,122
2189,4702,122
3334,-5086,122
-2032,6156,122
-6738,-5105,122
-8148,3257,122
-8705,9051,122
1517,9349,122
-9715,-4600,122
1179,-3931,121
915,-4505,121
4999,-4887,121
-5106,-5665,121
6082,-2091,121
880,-7128,121
-8382,-6440,121
-226,-9411,121
-6644,-9453,121
9814,-1115,121
1567,-3050,120
-427,-4120,120
7652,6925,120
-7920,7508,120
-7204,8282,120
-1117,8474,120
-3539,-8484,120
9060,-2963,120
-9199,7228,120
9485,-729,120
-6120,-9734,120
-4387,-9932,120
160,-3158,119
2485,-3735,119
-2717,4693,119
-2636,5266,119
-4979,-5876,119
-885,6543,119
-7671,435,119
-7854,-9451,119
8829,-9733,119
-7461,-9837,119
2287,-434,118
-1509,2377,118
164,-3273,118
3401,821,118
946,-5590,118
-3177,6827,118
5494,7794,118
8011,819,118
-8503,-1871,118
8834,-3246,118
-4424,9342,118
2649,9641,118
9646,-3165,118
-2588,-9924,118
-1248,2173,117
3239,-5570,117
1340,-7905,117
-8015,6538,117
-3106,8562,117
-4676,9265,117
-9756,-4113,117
1536,-1213,116
4908,2858,116
5265,-3449,116
5427,5284,116
-6317,-4598,116
8305,-2187,116
8306,4601,116
8471,-6599,116
1707,8643,116
-2717,-8663,116
5098,8954,116
1701,-1891,115
1994,1394,115
1401,-2085,115
682,-3346,115
-3538,-1405,115
-3991,536,115
392,6552,115
-6711,-6056,115
7622,-2570,115
-6043,-7694,115
7803,-1405,115
-5069,-8182,115
916,9162,115
1239,717,114
-4,-2379,114
-2588,2663,114
-1214,3527,114
970,3567,114
5886,-3249,114
3726,6157,114
-6418,-1797,114
-4619,-6738,114
-7432,-5471,114
3762,8379,114
-8511,-538,114
9453,-5472,114
-48,-1349,113
-1965,1406,113
-2064,4209,113
-5597,-3631,113
-6250,-4891,113
3758,6340,113
-5141,-6439,113
7197,4395,113
4970,7707,113
-7726,-1989,113
-7861,-1407,113
878,8377,113
-9363,-1792,113
9749,8379,113
1501,3054,112
1959,-3447,112
5427,-629,112
3234,-5668,112
523,-6440,112
-3733,-6442,112
-2264,-6640,112
981,7225,112
-6903,-7899,112
-2782,-8762,112
9845,6828,112
1649,1890,111
-247,2866,111
-3339,2469,111
-3015,-3831,111
2257,-5277,111
1216,-5689,111
-6221,-2375,111
1273,-6925,111
-3862,-7028,111
-886,-8288,111
8503,9250,111
8343,9350,111
9449,-148,111
2091,-332,110
-1669,2373,110
-757,-6924,110
8440,-4801,110
8015,-8859,110
8867,-1321,110
9109,212,110
-3242,9154,110
-4878,-9155,110
4511,9235,110
6011,-9534,110
390,-1101,109
-1969,-1405,109
3041,-1883,109
-68,-3047,109
3401,432,109
3400,7114,109
7324,8379,109
8700,-7032,109
4184,8864,109
-3668,9638,109
-1147,431,108
5396,-5087,108
-5437,1019,108
756,-5709,108
-787,-5863,108
-2659,6339,108
-7181,3228,108
7285,-7310,108
1823,8175,108
5068,8761,108
-4933,8926,108
9516,-2759,108
-8671,9548,108
-5791,1303,107
5525,6920,107
-6937,-4702,107
-7854,-1117,107
5627,-8866,107
8957,-7554,107
-4813,-9542,107
521,-9636,107
-202,-49,106
-3116,-822,106
4675,1879,106
4745,3145,106
-6316,1695,106
7257,-146,106
-8477,1702,106
-983,9248,106
-9362,2845,106
-2459,818,105
-2915,-4599,105
5578,-2276,105
3910,-5670,105
-6676,-6358,105
1565,6722,105
-6611,7690,105
-7988,-4601,105
-6672,8095,105
8981,2983,105
9423,-6927,105
9063,-9735,105
-1052,-1206,104
127,-1598,104
-2362,-4712,104
-5610,4822,104
-7202,-4316,104
-5927,-7511,104
-7530,-4891,104
-6646,-8642,104
-3566,8664,104
-9131,4504,104
-9822,4498,104
747,-729,103
-854,-4316,103
-6481,1202,103
-6658,-7510,103
-7857,-6054,103
6636,8297,103
8699,-3144,103
1932,-8867,103
-9298,8861,103
-2588,9446,103
9451,-7028,103
-5596,9532,103
521,-1312,102
1599,3927,102
4838,-5124,102
3337,-6149,102
-6450,-2478,102
-6835,1000,102
-2982,-6844,102
-332,6930,102
7193,-7130,102
-7435,4985,102
3025,8684,102
-8703,2477,102
-9263,5181,102
-9362,-3446,102
9453,-9734,102
2223,9933,102
3109,1988,101
-2556,-4224,101
3070,-4602,101
-5073,-3150,101
-7200,-5381,101
-7232,4699,101
7936,335,101
-8510,-3929,101
-9162,-8869,101
9780,-540,101
-9784,6538,101
-68,-1207,100
4579,1990,100
325,4897,100
3631,-4990,100
6082,-1710,100
-6152,-439,100
-6580,-917,100
6613,-3041,100
-1473,6924,100
-2259,7510,100
-4846,-7510,100
8142,4323,100
-4844,9158,100
-1903,9926,100
-3787,-1991,99
421,-5378,99
-5598,5472,99
6277,5952,99
-760,6641,99
-6729,5226,99
4281,6926,99
-5141,8171,99
-2982,-8580,99
-8706,-1598,99
9618,339,99
4383,2859,98
-2097,5364,98
3496,-6340,98
1436,-7122,98
4313,7307,98
4609,-7510,98
8274,-336,98
9387,-1317,98
9488,5955,98
162,1782,97
-3437,-3054,97
-5923,3827,97
-6149,-4701,97
4804,7549,97
-7693,427,97
-822,8377,97
8503,-4503,97
9126,8474,97
4755,-9353,97
3976,-9574,97
1796,1310,96
-2031,534,96
27,3341,96
-3800,913,96
4025,5186,96
128,6418,96
-6644,-7027,96
7161,7019,96
-2133,7307,96
-5403,-7512,96
-9427,-4990,96
-1279,-3346,95
261,4115,95
-2359,-4119,95
5137,4114,95
5723,3628,95
-5725,2579,95
-7560,821,95
-421,7583,95
7164,7804,95
-1670,8562,95
8537,8751,95
8899,-8482,95
-5041,9630,95
5395,919,94
1875,-6926,94
-7199,-3338,94
-7242,7347,94
-7711,-7309,94
7750,5469,94
4165,8178,94
8278,1304,94
8503,-5285,94
9355,6631,94
-7299,-9454,94
455,1993,93
-4389,-254,93
915,-4517,93
1143,4788,93
-5433,6624,93
-7923,-3246,93
-8118,-3246,93
62,-8867,93
9404,2074,93
-9850,9642,93
1403,1587,92
260,-4114,92
-5926,1600,92
1472,-5956,92
-3345,-6925,92
-559,-7028,92
-1375,-7310,92
-1670,-7895,92
3919,8379,92
-8675,-7510,92
8702,7309,92
5034,8862,92
-9525,8562,92
-2199,-9636,92
1009,1411,91
-1642,3631,91
4612,-1404,91
-4945,-536,91
-2000,-5767,91
2679,-6639,91
-1323,7128,91
-8052,7892,91
-2623,9349,91
716,-1022,90
-2693,1201,90
3109,1019,90
-820,4502,90
-4515,-3823,90
-5304,-635,90
1728,5766,90
-6151,-2183,90
6635,-5191,90
-4353,6642,90
-6903,5663,90
-2881,-6925,90
9323,5181,90
-9034,-9436,90
944,-9933,90
1265,919,89
165,-2678,89
4051,-2758,89
-793,4499,89
-4880,-729,89
-4911,3340,89
-4977,-1598,89
4314,5571,89
-5763,-3437,89
4610,-6442,89
-8115,4700,89
-8705,-819,89
455,9148,89
9059,9150,89
-4782,-3346,88
-4747,4890,88
3256,5164,88
1274,-6924,88
-1051,-6926,88
-2456,-7410,88
-7427,-2576,88
7586,442,88
5588,-7694,88
-2555,8091,88
291,8098,88
8373,6047,88
9351,6055,88
-3113,-538,87
-5566,-4512,87
8340,-6929,87
8437,-2478,87
7682,8580,87
-722,335,86
-2656,-2483,86
-3077,2759,86
-2881,5180,86
-4288,6442,86
6876,5333,86
7357,-1115,86
-7431,-3450,86
-6346,-8582,86
8666,1788,86
9520,2863,86
6311,-9738,86
-2882,4115,85
3540,5651,85
6377,-5382,85
-7690,7216,85
-2588,-8086,85
-8087,1890,85
8111,1792,85
8112,2470,85
8826,233,85
9192,4498,85
-3744,-9815,85
-300,2082,84
-235,-2475,84
-987,3143,84
3363,4600,84
-5762,-5485,84
6082,2679,84
1599,7711,84
8471,-3152,84
5263,8668,84
-8838,-2955,84
-9001,-540,84
-13,9088,84
-757,9251,84
-1182,-146,83
-1901,-5478,83
5723,1500,83
128,6338,83
3627,-7614,83
1211,9533,83
-1642,1980,82
-688,-2759,82
-2359,-3345,82
-3637,1054,82
-3309,3723,82
-4716,4497,82
-5598,5083,82
2186,5671,82
-526,5865,82
-6088,-2383,82
2417,7123,82
4641,-7510,82
-753,7694,82
2583,8667,82
-9821,-3156,82
-2982,-1971,81
-4547,1606,81
6932,3150,81
290,-7128,81
-3371,-7510,81
7658,-3630,81
9124,3142,81
-8937,9331,81
2030,-9738,81
-9852,8804,81
-4325,-5856,80
4383,6822,80
-7137,7987,80
4088,8479,80
616,9064,80
9324,-2093,80
2747,-1710,79
1567,-3246,79
-6123,6724,79
-301,7309,79
7687,-1889,79
8537,-3436,79
-1146,-9048,79
-1281,1994,78
-854,2216,78
5365,-646,78
5427,-2866,78
1041,5952,78
-1804,6153,78
548,-6866,78
7522,-1509,78
-3961,8864,78
2286,-8867,78
-786,-727,77
4154,-3735,77
-1282,-4315,77
-658,5670,77
-6743,-6348,77
-2426,-8663,77
7652,9065,77
2841,-9535,77
7584,9642,77
-2133,915,76
-1802,2175,76
1467,-2474,76
-5403,1689,76
7427,-5450,76
-3960,-7795,76
2027,-9149,76
-5761,-9352,76
9455,-9450,76
-234,-623,75
3956,-727,75
4184,-440,75
5497,5466,75
2189,-5767,75
-6022,-5085,75
-3473,-6057,75
6736,5758,75
6741,4984,75
-7167,2819,75
7752,-8470,75
8534,4012,75
-9022,5569,75
7489,9151,75
-9848,7509,75
-8148,9920,75
1537,4984,74
6346,6448,74
-6253,-6926,74
-7363,-7027,74
682,-8185,74
-6123,8377,74
-2292,-8773,74
9649,8660,74
-4976,-9733,74
-9817,-3150,74
945,-1319,73
-2310,-1063,73
5885,-1599,73
8308,433,73
8506,2270,73
-495,8960,73
1239,-3154,72
-1442,-3630,72
4418,1690,72
2222,5179,72
-5858,5767,72
3172,-6740,72
3960,-8278,72
127,8764,72
8864,1991,72
-8903,-3157,72
-3995,9349,72
-3093,9370,72
-4289,9440,72
9519,6822,72
6313,9828,72
517,-3064,71
-3177,-1790,71
945,4701,71
6244,-4793,71
-2127,-6833,71
4249,-7027,71
-7121,8379,71
-3569,-8480,71
2724,8521,71
8540,1890,71
4183,9356,71
3628,2755,70
-1575,3631,70
-5145,4420,70
-4288,5180,70
-6611,6435,70
-6646,-6823,70
519,8576,70
-4088,8763,70
-8807,-7512,70
-7233,8947,70
8962,1600,70
9488,434,70
9581,-9554,70
620,-1122,69
1469,-1798,69
-3765,1405,69
-2881,-4128,69
3235,4792,69
-6839,-4997,69
-6969,1021,69
9718,149,69
4804,9934,69
-201,4120,68
-4422,3545,68
1052,-4480,68
5196,-5092,68
-887,-7128,68
7555,-1405,68
-8282,49,68
5721,8479,68
-8577,8462,68
-4290,-9349,68
-297,817,67
1374,737,67
-3988,433,67
4086,4214,67
2350,-5669,67
-2391,-5872,67
2386,6537,67
-7198,-2658,67
7816,4986,67
-7882,-8582,67
163,-9839,67
-3177,-1114,66
-4091,-5472,66
-4482,-5975,66
-6044,-848,66
-5044,6920,66
-4976,-7029,66
7491,-5970,66
-8194,3020,66
-8443,4499,66
-9000,-2574,66
-1018,-637,65
-1248,-1405,65
589,-2084,65
1565,2232,65
-1301,-3346,65
-372,-3346,65
623,-3529,65
1832,5475,65
-5596,-5855,65
3826,-6155,65
-5598,-6737,65
455,-7028,65
-6579,8365,65
-5797,9734,65
8568,-9837,65
3042,-2093,64
1012,-3911,64
4313,4314,64
-4387,-3630,64
-4946,2862,64
28,5379,64
5755,332,64
-5598,-6159,64
-1672,6438,64
5917,7511,64
4870,-8671,64
9059,-2478,64
6735,-9538,64
5591,-9740,64
-1379,3049,63
4183,-4599,63
-1380,5477,63
128,-6350,63
6835,-4207,63
-2160,6877,63
4382,6925,63
7292,-734,63
-7790,-5490,63
-7998,-6477,63
